id,question,answer
81yazq-zMIL,What is the name of the collection associated with this item?,Amazon
81yazq-zMIL,What style of links forms the chain?,Cable
81yazq-zMIL,What jewelry design technique is used for the central motif?,Openwork
81yazq-zMIL,What is the name of the main symbol on the pendant?,Tree
81yazq-zMIL,What precious metal is combined to create the rose color?,Gold
61Wz7AbuwnL,What item is shown in the image?,Case
61Wz7AbuwnL,What shape is in the drink foam?,Heart
61Wz7AbuwnL,What color is the coffee cup?,Red
61Wz7AbuwnL,Is the phone logo visible on the case?,Yes
61Wz7AbuwnL,Is this picture of a phone accessory?,Yes
61Wz7AbuwnL,What part of a phone does this case cover?,Back
61Wz7AbuwnL,Are the keywords compatible with a Moto E6 Plus phone?,Yes
61Wz7AbuwnL,Is the design likely printed on the case surface?,Yes
61Wz7AbuwnL,What type of beverage is likely in the cup?,Coffee
61Wz7AbuwnL,"According to the keywords, what is the brand of the case?",Solimo
71Gndf7hbLL,What color is the boot?,Black
71Gndf7hbLL,What type of footwear is shown?,Boot
71Gndf7hbLL,Does the boot have laces?,Yes
71Gndf7hbLL,Is the leather textured?,Yes
71Gndf7hbLL,What kind of pattern is on the toe?,Wingtip
71Gndf7hbLL,How many eyelets are visible on the side facing us?,Seven
71Gndf7hbLL,What is the primary texture of the boot's upper?,Textured
71Gndf7hbLL,What is the color of the visible heel layer?,Brown
71Gndf7hbLL,Is the sole smooth or lugged?,Lugged
71Gndf7hbLL,What is the decorative perforation style called?,Broguing
71vA-ExqmTL,What color is the lid of the bottle?,White
71vA-ExqmTL,Is the main body of the bottle clear or colored?,Clear
71vA-ExqmTL,Does the lid have a spout?,Yes
71vA-ExqmTL,What is the primary material of the bottle?,Plastic
71vA-ExqmTL,"Based on the analysis, what type of product is this?",Dispenser
71vA-ExqmTL,"According to the analysis, what is the common location for this item?",Kitchen
71vA-ExqmTL,Does the lid appear to be removable for filling?,Yes
71vA-ExqmTL,Is the bottle round at the base?,Yes
71vA-ExqmTL,Does the bottle have a handle?,No
71vA-ExqmTL,Is there text visible on the lid in the close-up?,Yes
81lSSeJlsqL,What item is shown?,Case
81lSSeJlsqL,What type of accessory is this?,Phone
81lSSeJlsqL,What is a main color in the pattern?,Blue
81lSSeJlsqL,Does the case have a camera cutout?,Yes
81lSSeJlsqL,Is the pattern abstract?,Yes
81lSSeJlsqL,What word best describes the shape of the colored areas?,Rounded
81lSSeJlsqL,What color are the outlines?,Black
81lSSeJlsqL,What phone feature is the lower cutout for?,Fingerprint
81lSSeJlsqL,Are there more than ten colored shapes?,Yes
81lSSeJlsqL,Does the shading give the shapes depth?,Yes
71PEXXPmHZL,What color is the open umbrella?,yellow
71PEXXPmHZL,What item is displayed?,umbrella
71PEXXPmHZL,Is the umbrella currently open?,yes
71PEXXPmHZL,How many folded umbrellas are shown?,one
71PEXXPmHZL,Is the umbrella bright in color?,yes
71PEXXPmHZL,How many visible spokes support the open canopy?,eight
71PEXXPmHZL,"Based on the description, is this umbrella intended to be windproof?",yes
71PEXXPmHZL,How many distinct color sample icons are shown at the bottom?,ten
71PEXXPmHZL,Does the handle visible on the open umbrella suggest an automatic mechanism?,yes
71PEXXPmHZL,Does the metadata suggest the umbrella is small when closed?,yes
81YpyI4JpzL,What is the brand name on the tub?,Presto
81YpyI4JpzL,What is the primary colour of the tub?,White
81YpyI4JpzL,For what colour of fabrics is this product intended?,Coloured
81YpyI4JpzL,What type of product is this?,Remover
81YpyI4JpzL,What is the main colour of the label's background?,Purple
81YpyI4JpzL,What does the circular graphic promise for the colours?,Vibrant
81YpyI4JpzL,What type of agents are included for garment protection?,Protection
81YpyI4JpzL,What is one language used in the small text below the English claims?,Spanish
81YpyI4JpzL,"What word comes after ""Fabric"" in the description?",Stain
81YpyI4JpzL,What shape appears prominently in the background pattern?,Star
719l8gST+tL,What is the primary object in the picture?,Case
719l8gST+tL,What color dominates the background sky?,Orange
719l8gST+tL,How many trees are silhouetted against the sky?,Two
719l8gST+tL,What time of day does the scene appear to be?,Sunset
719l8gST+tL,What is the item used to protect a phone?,Cover
719l8gST+tL,Which brand name is listed in the provided text?,Solimo
719l8gST+tL,Is this object for a landline or cellular device?,Cellular
719l8gST+tL,Which specific phone model is named in the provided text?,M31
719l8gST+tL,What feature is the cutout in the top left corner designed for?,Camera
719l8gST+tL,What type of climate is suggested by the palm trees?,Tropical
71vehtSNl4L,What item is depicted?,Case
71vehtSNl4L,What is the case's base color?,Black
71vehtSNl4L,What creatures decorate the case?,Butterflies
71vehtSNl4L,How many butterflies are shown?,Two
71vehtSNl4L,Do the butterflies appear normal or illuminated?,Illuminated
71vehtSNl4L,What effect makes the butterflies glow?,Neon
71vehtSNl4L,What color is the lower butterfly primarily?,Pink
71vehtSNl4L,What feature is visible at the top center?,Cutout
71vehtSNl4L,How is the style of the butterflies described by keywords?,Designer
71vehtSNl4L,Is there an opening at the bottom?,Yes
71qXvJLzyTL,What is the color of the pillows?,White
71qXvJLzyTL,How many pillows are shown?,Four
71qXvJLzyTL,What shape are the pillows?,Square
71qXvJLzyTL,Are the pillows suitable for a home environment?,Yes
71qXvJLzyTL,Do the pillows have any visible patterns?,No
71qXvJLzyTL,"Based on appearance, what material covers the pillows?",Fabric
71qXvJLzyTL,Do the pillows appear filled?,Yes
71qXvJLzyTL,Are there any other items besides pillows?,No
71qXvJLzyTL,Do the pillows have a zipper visible?,No
71qXvJLzyTL,Can these pillows be described as plain?,Yes
61uW5pAAPlL,What kind of shoe is pictured?,SANDAL
61uW5pAAPlL,What color are the upper straps?,Black
61uW5pAAPlL,Does this sandal have a heel?,Yes
61uW5pAAPlL,Are there multiple straps across the foot?,Yes
61uW5pAAPlL,What color is the sole?,Tan
61uW5pAAPlL,What material does the heel simulate the look of?,Wood
61uW5pAAPlL,How are the numerous black straps connected?,Woven
61uW5pAAPlL,What style of toe does the sandal have?,Open
61uW5pAAPlL,Describe the shape of the heel.,Block
61uW5pAAPlL,Is this shoe designed as a slip-on?,Yes
81P0qZINGnL,What item is pictured?,Shoe
81P0qZINGnL,What is the dominant color?,Black
81P0qZINGnL,How many straps are on top?,Three
81P0qZINGnL,What color is the sole?,White
81P0qZINGnL,What kind of fastener is used?,Velcro
81P0qZINGnL,What color stripe is on the sole?,Red
81P0qZINGnL,Is the upper texture smooth or rough?,Textured
81P0qZINGnL,Does the ankle area look different?,Yes
81P0qZINGnL,Is the upper material a solid tone?,Solid
81P0qZINGnL,Are the three straps parallel?,Yes
715vPerEgTL,What product type is shown?,Cover
715vPerEgTL,What is the case material?,Silicone
715vPerEgTL,What is the main wooden structure in the design?,Pier
715vPerEgTL,What color is the sky in the picture?,Blue
715vPerEgTL,Which phone model is the case for?,Realme
715vPerEgTL,Is TPU material hard or soft?,Soft
715vPerEgTL,Is it a front or back cover?,Back
715vPerEgTL,Is the scene depicted urban or natural?,Natural
715vPerEgTL,Is the structure a pier or a road?,Pier
715vPerEgTL,Is the case flexible?,Yes
7108hsopliL,What is the primary color shown on the case?,Purple
7108hsopliL,Is this a phone cover?,Yes
7108hsopliL,Does the case have a cutout for a camera?,Yes
7108hsopliL,What side of a phone does this item cover?,Back
7108hsopliL,Are the colors in the design bright?,Yes
7108hsopliL,"According to the provided labels, what phone brand is most likely compatible with this case?",Oneplus
7108hsopliL,What single word describes the protective function of this item?,Protection
7108hsopliL,"Based on the labels, what type of printing technology might be used for this cover?",3D
7108hsopliL,What natural element does the design visually evoke?,Water
7108hsopliL,What term describes the general category of this item for a mobile device?,Case
81j1cIwlCqL,What is the primary color of the sheet shown?,Cream
81j1cIwlCqL,What type of bedding is featured in the image?,Sheet
81j1cIwlCqL,Does the sheet appear to have a smooth surface?,Smooth
81j1cIwlCqL,Is the sheet covering a mattress?,Yes
81j1cIwlCqL,Does the sheet look like it has fitted corners?,Yes
81j1cIwlCqL,What Italian word from the metadata refers to the specific type of sheet?,Lenzuolo
81j1cIwlCqL,What is the specific color name mentioned in the metadata?,Eggshell
81j1cIwlCqL,Which part of the mattress edge is prominently displayed?,Corner
81j1cIwlCqL,Does the fabric appear to have a noticeable pattern?,No
81j1cIwlCqL,"Based on the size mentioned in the metadata, is the sheet for a single or double bed?",Double
91MQsEelnvL,What type of item is shown?,Hamper
91MQsEelnvL,What is the main color of the stripes?,Blue
91MQsEelnvL,Does the item have handles?,Yes
91MQsEelnvL,What is the pattern on the item?,Stripes
91MQsEelnvL,What is the color of the handles?,Brown
91MQsEelnvL,"Based on the provided information, could this item be used for storing toys?",Yes
91MQsEelnvL,"According to the product description, can this item function as a closet organizer?",Yes
91MQsEelnvL,Is the exterior of the hamper made of fabric?,Yes
91MQsEelnvL,Does the product description indicate this item is meant to be decorative?,Yes
91MQsEelnvL,What specific type of item is typically stored in a laundry hamper according to the provided text?,Clothes
81R4mlWD-BL,What product is pictured?,Cover
81R4mlWD-BL,What color are the leaves on the trees?,Green
81R4mlWD-BL,What word appears on the case?,Alone
81R4mlWD-BL,What path is shown in the design?,Tracks
81R4mlWD-BL,What material is this case?,Silicone
81R4mlWD-BL,Which phone model is this case specifically made for?,Lyf
81R4mlWD-BL,What is the case designed to provide for a phone?,Protection
81R4mlWD-BL,From which brand does this case originate?,Solimo
81R4mlWD-BL,How is the design applied to the case?,Printed
81R4mlWD-BL,Does this case protect the front or back?,Back
61qvg3RTjRL,What kind of product is depicted in the image?,Case
61qvg3RTjRL,What type of animal is on the phone case?,Kitten
61qvg3RTjRL,What is the main background color of the case design?,Pink
61qvg3RTjRL,Is the case rigid or flexible based on the keywords?,Flexible
61qvg3RTjRL,Does the design feature a bow?,Yes
61qvg3RTjRL,What is the specific model of the phone this case is made for according to the keywords?,Redmi
61qvg3RTjRL,"What material is the case primarily made of, based on the keywords?",Silicone
61qvg3RTjRL,What part of the phone does this cover?,Back
61qvg3RTjRL,"According to the keywords, what is the brand of this case?",Solimo
61qvg3RTjRL,"The design is described as a ""Designer Babby Kitty Mobile Cover"". Which single word from this description specifically identifies the type of design character?",Kitty
8176aHTRP3L,What is the main item shown in the image?,Case
8176aHTRP3L,What is the purpose of the item for a phone?,Cover
8176aHTRP3L,Is the design on the case an abstract pattern?,Yes
8176aHTRP3L,What color is visible towards the bottom left?,Yellow
8176aHTRP3L,Is the item a phone's front cover or back cover?,Back
8176aHTRP3L,"Based on the text provided, what brand of phone is likely associated with this case?",Asus
8176aHTRP3L,Does the case have an opening for the camera?,Yes
8176aHTRP3L,Is there a visible cutout near the bottom edge?,Yes
8176aHTRP3L,What is the style of the artwork on the case?,Abstract
8176aHTRP3L,"Does the provided list mention ""Zenfone cases""?",Yes
61-jn8vK9LL,What shape are the earrings?,Angel
61-jn8vK9LL,What color are the earrings?,Silver
61-jn8vK9LL,What color are the small shapes on the dress?,Purple
61-jn8vK9LL,How many earrings are shown clearly?,Two
61-jn8vK9LL,What are the decorations on the bottom of the dress?,Stars
61-jn8vK9LL,What number is stamped on the earring post?,925
61-jn8vK9LL,What type of earring back is the clear one?,Bullet
61-jn8vK9LL,How many points do the stars have?,Five
61-jn8vK9LL,How are the angels' hands positioned?,Clasped
61-jn8vK9LL,"Based on the stamp, what metal are the earrings likely made of?",Silver
71NDmk3QhpL,What type of footwear is shown?,Sandal
71NDmk3QhpL,What color is the sandal?,Gold
71NDmk3QhpL,How many sandals are in the image?,One
71NDmk3QhpL,Is the sandal for a man or a woman?,Woman
71NDmk3QhpL,Is the sole flat?,Yes
71NDmk3QhpL,Does the sandal have a toe loop?,Yes
71NDmk3QhpL,What is the texture of the straps?,Shiny
71NDmk3QhpL,How many main straps cross the top?,Three
71NDmk3QhpL,Does the sandal have an ankle strap?,No
71NDmk3QhpL,Is the sandal on a reflective surface?,Yes
81ukDSWqzZL,What type of item is shown?,Case
81ukDSWqzZL,What is the primary color?,Pink
81ukDSWqzZL,What feature adds sparkle?,Glitter
81ukDSWqzZL,What kind of character is shown?,Kitty
81ukDSWqzZL,What type of phone cover is this?,Back
81ukDSWqzZL,What word describes the case's bendability?,Flexible
81ukDSWqzZL,What color outlines the character's circle besides black?,White
81ukDSWqzZL,How is the design applied?,Printed
81ukDSWqzZL,What material type contains 'Silic'?,Silicone
81ukDSWqzZL,What phone brand is this case for?,Vivo
71n5gnPOEZL,What is the overall shape of the shelf?,Zigzag
71n5gnPOEZL,What color is the shelf?,Brown
71n5gnPOEZL,Is the shelf likely mounted on a wall or on the floor?,Wall
71n5gnPOEZL,What is the primary material of the shelf?,Wood
71n5gnPOEZL,How many upward-pointing corners are visible along the top edge of the shelf?,Two
71n5gnPOEZL,How many distinct horizontal surfaces are visible on the shelf?,Four
71n5gnPOEZL,"According to the provided text, what specific color name is given to this shelf?",Wenge
71n5gnPOEZL,"The shelf appears to be mounted without visible brackets, suggesting what type of mounting?",Floating
71n5gnPOEZL,"Counting the outward-pointing peaks and ends, how many sharp corners are visible on the shelf's silhouette?",Five
71n5gnPOEZL,What geometric term describes the angles formed at the inward bends of the zigzag shape?,Acute
71t0c0sioYL,What type of mobile accessory is depicted?,Cover
71t0c0sioYL,What insects are featured in the design?,Butterflies
71t0c0sioYL,What is the dominant background color?,Black
71t0c0sioYL,What is the color of the featured insects?,Golden
71t0c0sioYL,Is this a front or back cover?,Back
71t0c0sioYL,What material is this hard case typically made of?,Polycarbonate
71t0c0sioYL,Is the design applied through printing?,Printed
71t0c0sioYL,"Based on its style, is it a designer case?",Designer
