id,question,answer,original_index,predicted_answer,ground_truth_normalized
71VpG379y8L,What is the dominant artistic style of the lion image?,Geometric,15648,modern,geometric
71VpG379y8L,What device brand is suggested by the case design?,iPhone,15649,apple,iphone
71VpG379y8L,What color is prominent in the lower part of the lion's face?,White,15650,green,white
71VpG379y8L,"Based on the camera layout, what specific iPhone model series is the case likely designed for?",X,15651,iphone,x
71VpG379y8L,What physical characteristic of the case material is mentioned in the keywords?,Hard,15652,plastic,hard
71VpG379y8L,Is this item explicitly linked to the brand 'Lenovo' in the text provided?,No,15653,yes,no
71VpG379y8L,What general product type is heavily repeated in the keywords?,Case,15654,cell phone,case
71VpG379y8L,Does the lion image appear to be painted or a photograph?,Painted,15655,painted,painted
71x-KJ8C5NL,What is the main object shown?,Case,15656,phone,case
71x-KJ8C5NL,What color is the case?,Black,15657,black,black
71x-KJ8C5NL,What type of figure is depicted on the case?,Skeleton,15658,skeleton,skeleton
71x-KJ8C5NL,Are there insects shown?,Yes,15659,no,yes
71x-KJ8C5NL,What part of the skeleton's body is prominent?,Skull,15660,torso,skull
71x-KJ8C5NL,What is the skeleton holding?,Flowers,15661,nothing,flowers
71x-KJ8C5NL,What part of the skeleton's face has flowers?,Eyes,15662,eyes,eyes
71x-KJ8C5NL,How many whole butterflies are visible?,Three,15663,one,three
71x-KJ8C5NL,Is the skeleton artwork in color?,No,15664,no,no
71x-KJ8C5NL,Is this case likely for an HTC phone based on the image?,No,15665,no,no
61-Qb44YnKL,What brand is displayed?,Belei,15666,yes,belei
61-Qb44YnKL,How many units are shown?,Two,15667,2,two
61-Qb44YnKL,What item type is this?,Wipes,15668,gloves,wipes
61-Qb44YnKL,How many wipes are inside each pack?,Twentyfive,15669,2,twentyfive
61-Qb44YnKL,What is a primary function?,Cleansing,15670,no,cleansing
61-Qb44YnKL,What specific cleansing technology is used?,Micellar,15671,hand dryer,micellar
61-Qb44YnKL,What is the main color of the packaging?,Green,15672,green,green
61-Qb44YnKL,Is this product described as fragrance-free?,Yes,15673,yes,yes
61-Qb44YnKL,What unit is used for the smaller package dimension (metric)?,cm,15674,c,cm
61-Qb44YnKL,Is this product recommended for aging skin?,Yes,15675,yes,yes
71kQdk-ss1L,What type of shoe is shown in the image?,SANDAL,15676,high heels,sandal
71kQdk-ss1L,What is the main color of the sandal?,Pink,15677,pink,pink
71kQdk-ss1L,What material is the shoe made from?,Suede,15678,suede,suede
71kQdk-ss1L,Does the shoe have an ankle strap?,Yes,15679,yes,yes
71kQdk-ss1L,Is the shoe a high heel?,Yes,15680,yes,yes
71kQdk-ss1L,What is the first word of the specific color name?,Bubble,15681,pink,bubble
71kQdk-ss1L,What decorative detail is on the front strap?,Ruffle,15682,flower,ruffle
71kQdk-ss1L,What shape is the heel?,Block,15683,curved,block
71kQdk-ss1L,What season is this shoe suggested for?,Summer,15684,summer,summer
71kQdk-ss1L,What social activity is mentioned as suitable for this shoe?,Date,15685,walking,date
61kVdTXTJ4L,What color is frequently mentioned?,Brown,15686,white,brown
61kVdTXTJ4L,What is a common type of seating mentioned?,Sofa,15687,bench,sofa
61kVdTXTJ4L,"Is the brand ""Ravenna Home"" listed?",Yes,15688,yes,yes
61kVdTXTJ4L,Is a color listed in Hebrew?,Yes,15689,no,yes
61kVdTXTJ4L,"What type of chair is listed besides just ""chair""?",Accent,15690,folding,accent
61kVdTXTJ4L,What specific style is mentioned?,traditional,15691,wedding,traditional
61kVdTXTJ4L,What brand other than Ravenna Home is listed?,Charlton,15692,armani,charlton
61kVdTXTJ4L,What specific type of furniture is listed that converts for sleeping?,Sleeper,15693,bed,sleeper
61kVdTXTJ4L,What is the English translation of the Hebrew word listed?,Brown,15694,hebrew,brown
61kVdTXTJ4L,What general category of furniture is listed?,Living,15695,modern,living
71E8L5WBYtL,What type of product is shown in the image?,Mobile,15696,phone,mobile
71E8L5WBYtL,Is there a clock tower depicted on the cover?,Yes,15697,yes,yes
71E8L5WBYtL,What shape is the balloon held by the couple?,Heart,15698,heart,heart
71E8L5WBYtL,What is the dominant color of the background?,Blue,15699,blue,blue
71E8L5WBYtL,How many people are visible as silhouettes?,Two,15700,4,two
71E8L5WBYtL,"Based on the visible cutout, which side of the phone is likely covered by this case?",Back,15701,left,back
71E8L5WBYtL,What type of material is mentioned in the text analysis?,Hard,15702,metal,hard
71E8L5WBYtL,Which phone brand is mentioned repeatedly in the provided text analysis?,Nokia,15703,lg,nokia
71E8L5WBYtL,What decorative technique is mentioned in the text analysis regarding the cover's appearance?,Printed,15704,space,printed
71E8L5WBYtL,Does the clock tower silhouette suggest a specific city?,London,15705,no,london
A1XqdWDpbAL,What object covers most of the floor?,Rug,15706,rug,rug
A1XqdWDpbAL,What color is the large armchair?,Grey,15707,gray,grey
A1XqdWDpbAL,What is placed on top of the cylindrical cabinet?,Picture,15708,picture,picture
A1XqdWDpbAL,What shape are some of the patterns on the rug?,Diamond,15709,diamond,diamond
A1XqdWDpbAL,Is there a plant in the room?,Yes,15710,yes,yes
A1XqdWDpbAL,What is the texture of the rug?,Plush,15711,fluffy,plush
A1XqdWDpbAL,What material is the floor made of?,Wood,15712,wood,wood
A1XqdWDpbAL,What is draped over the chair?,Blanket,15713,blanket,blanket
A1XqdWDpbAL,What is the descriptive term for the cabinet's surface?,Fluted,15714,cabinet,fluted
A1XqdWDpbAL,What kind of pattern is repeated on the rug?,Geometric,15715,diamond,geometric
61lScpUXnHL,What is the main color of the box body?,Black,15716,black,black
61lScpUXnHL,What color is the lid of the box?,Grey,15717,white,grey
61lScpUXnHL,Does the box have a handle visible on the side?,Yes,15718,no,yes
61lScpUXnHL,Is there a clear window on the side?,Yes,15719,yes,yes
61lScpUXnHL,What type of item is shown?,Box,15720,storage container,box
61lScpUXnHL,Is the brand name visible on the item?,No,15721,no,no
61lScpUXnHL,Is the visible handle grey?,Yes,15722,no,yes
61lScpUXnHL,Is the shape of the box roughly cubic?,Yes,15723,yes,yes
61lScpUXnHL,Can the box likely be folded flat?,Yes,15724,yes,yes
61lScpUXnHL,Is the visible window transparent?,Yes,15725,no,yes
81+uBNDcG0L,What color is the curry shown on the plate?,Red,15726,red,red
81+uBNDcG0L,What is the main brand on the package?,Whole,15727,whole foods,whole
81+uBNDcG0L,What cuisine is indicated on the package?,Thai,15728,chinese,thai
81+uBNDcG0L,Does the package show chopsticks?,Yes,15729,yes,yes
81+uBNDcG0L,Is the meal ready quickly?,Yes,15730,yes,yes
81+uBNDcG0L,What specific type of rice is listed in the ingredients?,Jasmine,15731,red,jasmine
81+uBNDcG0L,What is the weight of the package in ounces?,Sixteen,15732,10 oz,sixteen
81+uBNDcG0L,What type of leaf is mentioned in the ingredient list?,Basil,15733,red,basil
81+uBNDcG0L,What sliced vegetable is shown in the bottom left corner?,Cucumber,15734,cucumber,cucumber
81+uBNDcG0L,What word describes the authenticity of the cuisine according to the text?,Authentic,15735,good,authentic
81CFtX0XzsL,What color is the shoe?,Silver,15736,black and white,silver
81CFtX0XzsL,Does the shoe have a heel?,Yes,15737,yes,yes
81CFtX0XzsL,Is the toe pointed?,Yes,15738,yes,yes
81CFtX0XzsL,Is this shoe a sandal?,No,15739,no,no
81CFtX0XzsL,Is this a boot?,No,15740,no,no
81CFtX0XzsL,What material is the shoe's upper made of?,Leather,15741,leather,leather
81CFtX0XzsL,Is the heel a block heel?,No,15742,no,no
81CFtX0XzsL,Is the inner lining brown?,Yes,15743,no,yes
81CFtX0XzsL,Does this shoe have laces?,No,15744,no,no
81CFtX0XzsL,Is this shoe designed for women?,Yes,15745,yes,yes
81h53HJG3SL,What type of footwear is this?,Sandal,15746,heels,sandal
81h53HJG3SL,What color is the block heel?,Black,15747,black,black
81h53HJG3SL,Are the front straps crossed?,Yes,15748,yes,yes
81h53HJG3SL,Is 'Textile' listed as a material?,Yes,15749,yes,yes
81h53HJG3SL,Does the shoe appear to have a platform?,Yes,15750,yes,yes
81h53HJG3SL,Is the heel slender?,No,15751,yes,no
81h53HJG3SL,Is the item described as suitable for men?,No,15752,no,no
81h53HJG3SL,Is 'office' listed as a potential use case?,Yes,15753,no,yes
81h53HJG3SL,What is the brand name given for this shoe?,The Fix,15754,heels,the fix
81h53HJG3SL,What specific material is mentioned alongside the colors?,Velvet,15755,leather,velvet
71I2tY8lHpL,What item is displayed?,Case,15756,phone,case
71I2tY8lHpL,What letter is on the design?,Q,15757,q,q
71I2tY8lHpL,What texture does the design resemble?,Denim,15758,denim,denim
71I2tY8lHpL,What color are the edges of the case?,Black,15759,black,black
71I2tY8lHpL,Are there fasteners on the patch?,Yes,15760,yes,yes
71I2tY8lHpL,Which side of a phone does this cover protect?,Back,15761,left,back
71I2tY8lHpL,What brand of phone is this cover likely designed for?,Lenovo,15762,samsung,lenovo
71I2tY8lHpL,What is the primary function of this item?,Protection,15763,turn off light,protection
71I2tY8lHpL,Is the central letter uppercase or lowercase?,Uppercase,15764,upper case,uppercase
71I2tY8lHpL,What color are the rivets on the patch?,Silver,15765,silver,silver
71bU25pnmcL,What type of object is this?,Case,15766,phone,case
71bU25pnmcL,What kind of design is on the case?,Floral,15767,flowers,floral
71bU25pnmcL,Is the pattern colorful?,Yes,15768,yes,yes
71bU25pnmcL,What color is the background?,Cream,15769,white,cream
71bU25pnmcL,Are there flowers on the case?,Yes,15770,yes,yes
71bU25pnmcL,Which brand's logo circle cutout is present?,Motorola,15771,motorola,motorola
71bU25pnmcL,Does the design include leaves?,Yes,15772,yes,yes
71bU25pnmcL,"Besides blue, name another flower color.",Pink,15773,purple,pink
71bU25pnmcL,Which part of the phone does this cover?,Back,15774,screen,back
71bU25pnmcL,How many camera lens cutouts are shown?,Two,15775,2,two
718yG4EU-1L,What object is depicted?,Case,15776,flower,case
718yG4EU-1L,What main color are the flowers?,Purple,15777,purple,purple
718yG4EU-1L,Is the cover for the back or front?,Back,15778,front,back
718yG4EU-1L,What type of design does it feature?,Flowers,15779,flowers,flowers
718yG4EU-1L,What is a common material used for this type of case according to the keywords?,Silicone,15780,plastic,silicone
718yG4EU-1L,Is the retailer association beneficial?,Yes,15781,no,yes
718yG4EU-1L,What letter identifies the phone model this case fits?,A,15782,l,a
718yG4EU-1L,What property does 'Soft TPU' describe about the case texture?,Soft,15783,smooth,soft
718yG4EU-1L,Is the cover patterned?,Yes,15784,yes,yes
718yG4EU-1L,Would this case be classified as a fashion item?,Yes,15785,yes,yes
71bWv7z32AL,What type of product is shown?,Cover,15786,cell phone,cover
71bWv7z32AL,What color is the background of the cover?,Black,15787,black,black
71bWv7z32AL,What animal is featured in the design?,Panda,15788,panda,panda
71bWv7z32AL,What color is the design of the animal face?,White,15789,white,white
71bWv7z32AL,Does the cover have a camera cutout?,Yes,15790,yes,yes
71bWv7z32AL,"According to the text, what material type is mentioned for cases like this?",Hard,15791,plastic,hard
71bWv7z32AL,Which phone brand is most suggested by the repeated keywords?,Lenovo,15792,apple,lenovo
71bWv7z32AL,The intricate white design style is similar to what decorative skull art?,Sugar,15793,yes,sugar
71bWv7z32AL,Is this cover listed as being 3D printed?,Yes,15794,no,yes
71bWv7z32AL,Which retailer's brand is mentioned in the text?,Amazon,15795,apple,amazon
81FHcDwkWeL,What color is the background of the fabric?,White,15796,white,white
81FHcDwkWeL,What color are the small dots?,Red,15797,red,red
81FHcDwkWeL,How many folded pieces are in the stack?,Four,15798,4,four
81FHcDwkWeL,Are the items flat or cylindrical?,Flat,15799,cylindrical,flat
81FHcDwkWeL,Are these items likely for a bed or a table?,Bed,15800,bed,bed
81FHcDwkWeL,Does the dot pattern appear to be perfectly uniform?,No,15801,yes,no
81FHcDwkWeL,"Can the specific type of fabric (e.g., cotton, silk) be determined from the image?",No,15802,yes,no
81FHcDwkWeL,Is the stack oriented vertically or horizontally in the image?,Vertically,15803,horizontally,vertically
81FHcDwkWeL,Are there any wrinkles visible on the top item?,No,15804,no,no
81FHcDwkWeL,Is the stack resting on a visible surface?,No,15805,yes,no
71qXvJLzyTL,What is the main color of the pillows in the image?,White,15806,white,white
71qXvJLzyTL,How many pillows are shown?,Four,15807,6,four
71qXvJLzyTL,Could these pillows be used in a HOME setting?,Yes,15808,yes,yes
71qXvJLzyTL,Are the pillows arranged side by side or stacked?,Stacked,15809,side by side,stacked
71qXvJLzyTL,Does the color of the pillows match the keyword 'Moutarde'?,No,15810,no,no
71qXvJLzyTL,"If these pillows are part of a bedding collection, which keyword names another bedding item?",Drap-housse,15811,none,draphousse
71qXvJLzyTL,"Based on the keyword 'UMI' potentially being a brand, is this image likely a retail product photo?",Yes,15812,no,yes
71qXvJLzyTL,"If 'Moutarde' represents a specific color option, does this image display that option?",No,15813,no,no
71qXvJLzyTL,Which keyword suggests the general category these pillows belong to?,HOME,15814,white,home
71qXvJLzyTL,Can you definitively say from the image alone that these pillows are made by the brand 'UMI'?,No,15815,no,no
61tOXqGo8sL,What color is the open umbrella?,Black,15816,black,black
61tOXqGo8sL,What object is featured prominently in the image?,Umbrella,15817,umbrella,umbrella
61tOXqGo8sL,Is the main umbrella image showing the umbrella open or closed?,Open,15818,open,open
61tOXqGo8sL,Are there multiple colored umbrella patterns shown below the main image?,Yes,15819,yes,yes
61tOXqGo8sL,How many distinct patterns are partially visible in the line below the main umbrella?,Eight,15820,8,eight
61tOXqGo8sL,"According to the provided text, is this umbrella stated to be wind resistant?",Yes,15821,yes,yes
61tOXqGo8sL,"Based on the text descriptions like ""Pliant"" and ""Pliable"", can this umbrella be folded?",Yes,15822,yes,yes
61tOXqGo8sL,"Does the image feature a button on the handle, suggesting a potential automatic opening mechanism mentioned in the text?",Yes,15823,yes,yes
61tOXqGo8sL,"The text includes ""Compact Léger"" and ""Parapluie de Voyage"". What primary use case do these descriptors collectively imply?",Travel,15824,umbrellas,travel
61tOXqGo8sL,"The text lists ""Parapluie de golf"" and also ""Compact"". Which common characteristic of typical golf umbrellas is usually absent from compact umbrellas?",Size,15825,parasol,size
81SzJEAUDQL,What color are the ink cartridges?,Black,15826,black,black
81SzJEAUDQL,How many cartridges are shown?,Two,15827,6,two
81SzJEAUDQL,What color is the plastic holder?,Orange,15828,orange,orange
81SzJEAUDQL,Is there a recycling symbol visible?,Yes,15829,yes,yes
81SzJEAUDQL,Are these items used for printing?,Yes,15830,yes,yes
81SzJEAUDQL,What numeral is part of the code on the cartridge label?,Five,15831,5,five
81SzJEAUDQL,Do these cartridges appear to be HP models based on the image?,No,15832,no,no
81SzJEAUDQL,"According to the text, what product area are these in?",Office,15833,no,office
81SzJEAUDQL,Is the image showing a single-pack item?,No,15834,yes,no
81SzJEAUDQL,Is the visible ink color specified as black?,Yes,15835,yes,yes
91gE6ttgcUL,What is the main product visible?,filament,15836,wire,filament
91gE6ttgcUL,What company makes this product?,AmazonBasics,15837,yes,amazonbasics
91gE6ttgcUL,What color is the filament material?,Gray,15838,black,gray
